== qwen36 Phase-2 engine | cache=256/layer bits=4 pilot=0 wide=1 hot=0 smooth=0.30 conf=0.92 ==
[tok] loaded 248044 pieces (max id 248043) from /mnt/ai-ssd/huggingface/hub/models--Kreuzzelg--qwen36-35b-a3b-colibri-i4/snapshots/9ccfbfa09bc55410a9c9102558ee63077d8a477d/tokenizer.json
[enc] prompt tokens: 15 | generating 16 new tokens
[meta] loaded: q_heads=16 kv_heads=2 head_dim=256 q_head_dim=512 k_head_dim=256 v_head_dim=256 o_in=4096 rotary_dim=64 n_experts=256 topk=8 inter=512 shared_inter=512 n_group=1 topk_group=1 attn_output_gate=1 n_active=10
[meta] DeltaNet: vheads=32 kheads=16 kdim=128 vdim=128 convk=4 conv_dim=8192
resident weights loaded in 11.1s | RSS after load: 9.23 GB
[dense-i8] 291 matrices quantized in 0.8 s, 7.2 GB f32 freed
[CUDA] device 0: Tesla P40, 25.6 GB VRAM, sm_61
[CUDA] device 1: Tesla P40, 25.6 GB VRAM, sm_61
[qtier] dev 0: 23.7 GB free, budget 22.7 GB (~15349 experts)
[qtier] dev 1: 23.7 GB free, budget 22.7 GB (~15349 experts)
[qtier] CUDA VRAM expert tier active: 2 device(s), 1.52 MB/expert
[gpu] MoE experts -> CUDA VRAM tier
[qwen36] int4 packed weights detected — unpacking to int8 in slot
[qtier] warmstart (parallel): all 10240 experts in RAM (int8 only for non-residents), 10240 in VRAM -- 45.1 s
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.015685276 max_abs=0.0015285909 cosine=0.99987739 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.014012229 max_abs=0.0017410647 cosine=0.99990203 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.021087623 max_abs=0.0021749483 cosine=0.99977861 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.012174786 max_abs=0.0015303921 cosine=0.99992618 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.019618126 max_abs=0.0024110703 cosine=0.99981112 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.016776495 max_abs=0.0027956739 cosine=0.99985967 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.019286662 max_abs=0.0022296607 cosine=0.99981533 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.013552768 max_abs=0.0020347349 cosine=0.99990826 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.018865246 max_abs=0.0022540614 cosine=0.99982204 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.016138875 max_abs=0.0021453542 cosine=0.99987012 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.016717392 max_abs=0.0023440272 cosine=0.99986061 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.013748311 max_abs=0.0019627586 cosine=0.99990557 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.017838309 max_abs=0.0020008767 cosine=0.99984118 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.014038377 max_abs=0.0021524675 cosine=0.99990146 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.015314394 max_abs=0.0019741505 cosine=0.99988514 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.010983367 max_abs=0.001500506 cosine=0.99993973 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.015181642 max_abs=0.0019477829 cosine=0.99988539 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.013650175 max_abs=0.00160289 cosine=0.9999069 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.010200834 max_abs=0.0018065684 cosine=0.99995035 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.014696822 max_abs=0.0025621494 cosine=0.99989225 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.010606949 max_abs=0.0016316436 cosine=0.99994408 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.017987072 max_abs=0.0037195757 cosine=0.99983833 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.017908091 max_abs=0.0025541745 cosine=0.9998397 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.0137679 max_abs=0.0021603107 cosine=0.99990528 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.020445231 max_abs=0.0023189932 cosine=0.99979504 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.011513533 max_abs=0.0020822363 cosine=0.99993376 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.017950759 max_abs=0.0025237426 cosine=0.99984683 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.012290654 max_abs=0.0024422742 cosine=0.99992447 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.016157821 max_abs=0.0020927973 cosine=0.9998695 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.014211021 max_abs=0.0022059679 cosine=0.99989932 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.062366105 max_abs=0.0089737773 cosine=0.99811095 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.019654783 max_abs=0.0017403243 cosine=0.99980745 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.074828398 max_abs=0.0045016389 cosine=0.99726492 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.010865099 max_abs=0.00062232814 cosine=0.99994098 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.01451658 max_abs=0.0020412249 cosine=0.99990104 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.016625242 max_abs=0.0031645875 cosine=0.9998619 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.018734386 max_abs=0.0016748849 cosine=0.9998251 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.011281043 max_abs=0.0011520945 cosine=0.9999369 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.014387804 max_abs=0.0025717914 cosine=0.99989663 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.014912202 max_abs=0.0030657239 cosine=0.99988884 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.016546663 max_abs=0.0018496024 cosine=0.9998641 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.015149381 max_abs=0.0025892258 cosine=0.99988526 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.017115262 max_abs=0.0023435876 cosine=0.99985476 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.013120452 max_abs=0.002240587 cosine=0.99991392 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.018333284 max_abs=0.0020130239 cosine=0.99983196 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.015117615 max_abs=0.0021357602 cosine=0.99988593 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.017898758 max_abs=0.0018891096 cosine=0.99984051 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.01390887 max_abs=0.0017981566 cosine=0.99990328 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.013383134 max_abs=0.0012095859 cosine=0.99991516 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.018791551 max_abs=0.0024947124 cosine=0.99982401 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.017357835 max_abs=0.0018041469 cosine=0.9998495 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.014717379 max_abs=0.0014920766 cosine=0.9998917 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.015039879 max_abs=0.0020297877 cosine=0.99988755 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.018915167 max_abs=0.0044323658 cosine=0.9998215 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.015374043 max_abs=0.0015827082 cosine=0.99988442 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.014962421 max_abs=0.0020946376 cosine=0.99988808 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.016956829 max_abs=0.0018407777 cosine=0.99985654 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.01338654 max_abs=0.0016666986 cosine=0.99991072 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.01189978 max_abs=0.00171002 cosine=0.9999292 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.016347003 max_abs=0.002719909 cosine=0.99986653 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.012593263 max_abs=0.0026703477 cosine=0.99992321 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.019231172 max_abs=0.0047154278 cosine=0.99981507 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.021245027 max_abs=0.0026778895 cosine=0.99977454 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.012114003 max_abs=0.0018824562 cosine=0.99992665 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.021922469 max_abs=0.0025712028 cosine=0.9997606 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.011656341 max_abs=0.0013806541 cosine=0.99993206 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.017105388 max_abs=0.0022014156 cosine=0.99985582 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.012057152 max_abs=0.0017225295 cosine=0.99992731 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.018379761 max_abs=0.0024148147 cosine=0.99983109 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.010004912 max_abs=0.0012499155 cosine=0.99994995 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.016195405 max_abs=0.0027756947 cosine=0.99986886 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.015072779 max_abs=0.0026863273 cosine=0.99988641 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.018263991 max_abs=0.0025145914 cosine=0.99983869 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.016879525 max_abs=0.0026168264 cosine=0.99985753 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.016142526 max_abs=0.0016772151 cosine=0.99987349 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.010895817 max_abs=0.0012279339 cosine=0.99994064 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.011834891 max_abs=0.0018507168 cosine=0.9999305 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.014317535 max_abs=0.0037903711 cosine=0.9998975 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.011931521 max_abs=0.0015876032 cosine=0.99992982 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.011883047 max_abs=0.0018260796 cosine=0.9999294 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.011721383 max_abs=0.0015396476 cosine=0.9999313 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.012215958 max_abs=0.0021034777 cosine=0.99992548 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.013238306 max_abs=0.00221074 cosine=0.99991292 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.012049466 max_abs=0.0029810332 cosine=0.9999274 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.017824727 max_abs=0.0027086446 cosine=0.99984291 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.013447287 max_abs=0.0021147234 cosine=0.99990963 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.015400632 max_abs=0.0022383202 cosine=0.99988312 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.015407689 max_abs=0.0025382861 cosine=0.9998813 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.016037718 max_abs=0.0021846965 cosine=0.99987144 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.01393444 max_abs=0.0017157048 cosine=0.99990291 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.07936469 max_abs=0.0034876843 cosine=0.99685766 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.0087808731 max_abs=0.00038340781 cosine=0.99996146 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.070638469 max_abs=0.0039425446 cosine=0.9975085 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.0093847476 max_abs=0.00068592094 cosine=0.99995596 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.015118337 max_abs=0.00147459 cosine=0.99988577 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.013605746 max_abs=0.0016797967 cosine=0.99990765 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.017008498 max_abs=0.0020768961 cosine=0.99985623 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.013353905 max_abs=0.0020072199 cosine=0.99991088 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.015372428 max_abs=0.0019518621 cosine=0.99988232 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.013217237 max_abs=0.0018131584 cosine=0.99991314 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.016539096 max_abs=0.0023867339 cosine=0.99986598 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.015728878 max_abs=0.003907185 cosine=0.99987636 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.017054285 max_abs=0.002089411 cosine=0.99985458 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.010695159 max_abs=0.0013725068 cosine=0.99994289 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.017081263 max_abs=0.0026518181 cosine=0.99986122 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.014187106 max_abs=0.0020011994 cosine=0.9998994 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.015549014 max_abs=0.0021704622 cosine=0.99987945 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.013791274 max_abs=0.0022907692 cosine=0.99990494 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.015567921 max_abs=0.0017609634 cosine=0.99987895 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.012911395 max_abs=0.0020808987 cosine=0.9999168 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.013381745 max_abs=0.0021524616 cosine=0.99991142 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.017716729 max_abs=0.0040760003 cosine=0.99984314 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.016480821 max_abs=0.0018235408 cosine=0.99986595 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.011385216 max_abs=0.0012180582 cosine=0.99993522 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.013738415 max_abs=0.0022098348 cosine=0.99990712 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.017057302 max_abs=0.0040030219 cosine=0.99985454 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.016630244 max_abs=0.0021524951 cosine=0.99986347 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.013537456 max_abs=0.0022522919 cosine=0.99990843 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.013838765 max_abs=0.0026835501 cosine=0.99991366 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.014804542 max_abs=0.0027723126 cosine=0.99989062 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.014072663 max_abs=0.002138909 cosine=0.99990175 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.011965472 max_abs=0.001912415 cosine=0.99992858 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.021965865 max_abs=0.0028655324 cosine=0.99976127 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.013412271 max_abs=0.0017284267 cosine=0.99991027 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.021440299 max_abs=0.0024804971 cosine=0.99977295 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.011000612 max_abs=0.0012741572 cosine=0.99993953 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.015614808 max_abs=0.0024021603 cosine=0.99987827 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.013096303 max_abs=0.00220099 cosine=0.99991427 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.019247305 max_abs=0.0023427382 cosine=0.99981695 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.011846153 max_abs=0.0013255083 cosine=0.99992986 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.017039073 max_abs=0.0022970261 cosine=0.99985489 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.01133456 max_abs=0.001619014 cosine=0.99993577 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.017814136 max_abs=0.00225389 cosine=0.99984194 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.011088365 max_abs=0.0015686874 cosine=0.99993855 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.01483426 max_abs=0.0024021938 cosine=0.99989033 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.013379938 max_abs=0.0025374368 cosine=0.99991051 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.016225994 max_abs=0.0018706685 cosine=0.99987058 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.011268397 max_abs=0.0014260784 cosine=0.99993651 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.011243155 max_abs=0.0023941826 cosine=0.99993679 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.014117572 max_abs=0.0039723776 cosine=0.99990093 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.013955544 max_abs=0.0023414772 cosine=0.99990262 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.011222046 max_abs=0.0019186183 cosine=0.99993711 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.019996399 max_abs=0.0031310171 cosine=0.99980134 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.011834906 max_abs=0.0021565557 cosine=0.99992998 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.015346847 max_abs=0.0027829213 cosine=0.99988292 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.013296156 max_abs=0.0025289208 cosine=0.99991161 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.016041442 max_abs=0.0029118359 cosine=0.99987187 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.011337836 max_abs=0.0019267015 cosine=0.99993586 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.017762733 max_abs=0.0035597235 cosine=0.9998424 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.013682138 max_abs=0.0027229777 cosine=0.99990644 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.0551928 max_abs=0.0054092184 cosine=0.99851571 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.01390207 max_abs=0.0017810259 cosine=0.9999036 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.055079056 max_abs=0.004537642 cosine=0.99848597 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.017944023 max_abs=0.0020388141 cosine=0.99983913 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.013880551 max_abs=0.0027080849 cosine=0.99991544 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.019637703 max_abs=0.0037890431 cosine=0.99980722 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.016391853 max_abs=0.001747027 cosine=0.99986588 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.010882806 max_abs=0.0013791882 cosine=0.99994084 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.01341442 max_abs=0.0016118106 cosine=0.9999105 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.016038545 max_abs=0.0030665286 cosine=0.99987163 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.015928814 max_abs=0.001672131 cosine=0.99987343 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.01010788 max_abs=0.0010426622 cosine=0.99994899 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.020065737 max_abs=0.0018795244 cosine=0.99979936 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.012201186 max_abs=0.0013005584 cosine=0.99992578 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.014918888 max_abs=0.0015245106 cosine=0.99988874 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.017263251 max_abs=0.0034542927 cosine=0.99985119 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.012512236 max_abs=0.0016865581 cosine=0.9999226 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.022550636 max_abs=0.0040702298 cosine=0.99974605 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.015932867 max_abs=0.0023002699 cosine=0.99987328 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.010316686 max_abs=0.00092705619 cosine=0.99994682 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.011548355 max_abs=0.0021978654 cosine=0.99994005 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.023514996 max_abs=0.0053030849 cosine=0.9997235 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.01548807 max_abs=0.0018673889 cosine=0.99988107 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.01173004 max_abs=0.001828128 cosine=0.99993124 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.0096947939 max_abs=0.00224033 cosine=0.99996863 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.024581835 max_abs=0.0092868302 cosine=0.99969782 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.0121201 max_abs=0.0023635423 cosine=0.99992878 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.018842568 max_abs=0.0042090043 cosine=0.99982255 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.011324871 max_abs=0.001377387 cosine=0.99993622 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.015393555 max_abs=0.0025270954 cosine=0.99988188 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.0090356876 max_abs=0.0016415827 cosine=0.99995918 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.020960105 max_abs=0.0063665882 cosine=0.99978074 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.023399348 max_abs=0.0019539177 cosine=0.99972621 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.012726758 max_abs=0.0014133472 cosine=0.99991915 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.022325098 max_abs=0.00213194 cosine=0.99975081 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.011874802 max_abs=0.0013000034 cosine=0.99992953 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.016569801 max_abs=0.0018430054 cosine=0.99986467 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.014855423 max_abs=0.0022999085 cosine=0.99988965 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.017702456 max_abs=0.0015786588 cosine=0.99984362 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.011189767 max_abs=0.0012948243 cosine=0.99993743 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.015505571 max_abs=0.0015043411 cosine=0.99988032 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.0094722353 max_abs=0.001802247 cosine=0.99995521 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.013424031 max_abs=0.0019020438 cosine=0.99991028 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.010615859 max_abs=0.0014903471 cosine=0.99994365 finite=1
[w4a8-stage-input] rows=7 width=2048 rel_l2=0.015717437 max_abs=0.0018969141 cosine=0.99987763 finite=1
[w4a8-stage-hidden] rows=7 width=2048 rel_l2=0.012980797 max_abs=0.0022934712 cosine=0.99991588 finite=1
[w4a8-stage-input] rows=1 width=2048 rel_l2=0.014390724 max_abs=0.0015231918 cosine=0.99989914 finite=1
[w4a8-stage-hidden] rows=1 width=2048 rel_l2=0.010557624 max_abs=0.0010865815 cosine=0.99994427 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.012135947 max_abs=0.0015629756 cosine=0.99992705 finite=1
[w4a8-stage-hidden] rows=3 width=2048 rel_l2=0.012690974 max_abs=0.0021669082 cosine=0.99991953 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.0090663394 max_abs=0.0015573688 cosine=0.99995893 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.018320744 max_abs=0.005157561 cosine=0.99983224 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.01680809 max_abs=0.0019581728 cosine=0.99985984 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.010074735 max_abs=0.001384791 cosine=0.99994926 finite=1
[w4a8-stage-input] rows=4 width=2048 rel_l2=0.015597196 max_abs=0.0020234492 cosine=0.99987843 finite=1
[w4a8-stage-hidden] rows=4 width=2048 rel_l2=0.014786542 max_abs=0.0024937764 cosine=0.9998909 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.016585226 max_abs=0.0022825487 cosine=0.99986256 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.012783837 max_abs=0.0020782221 cosine=0.9999183 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.015006978 max_abs=0.0019733047 cosine=0.99988764 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.014002821 max_abs=0.0020411257 cosine=0.9999021 finite=1
[w4a8-stage-input] rows=6 width=2048 rel_l2=0.080464521 max_abs=0.018003598 cosine=0.9968338 finite=1
[w4a8-stage-hidden] rows=6 width=2048 rel_l2=0.013044115 max_abs=0.00078128651 cosine=0.99991494 finite=1
[w4a8-stage-input] rows=2 width=2048 rel_l2=0.058916315 max_abs=0.0038614068 cosine=0.99826328 finite=1
[w4a8-stage-hidden] rows=2 width=2048 rel_l2=0.012370964 max_abs=0.00086102798 cosine=0.99992349 finite=1
[w4a8-stage-input] rows=5 width=2048 rel_l2=0.015451385 max_abs=0.0016730875 cosine=0.999883 finite=1
[w4a8-stage-hidden] rows=5 width=2048 rel_l2=0.0129149 max_abs=0.002183836 cosine=0.99991669 finite=1
[w4a8-stage-input] rows=3 width=2048 rel_l2=0.012657926 max_abs=0.0029226877 cosine=0.9999218 finite=1
